price,price_date,asin,currency,price_type
6.96,06/03/2020,B07JQSXR4P,$,amazon
6.96,06/04/2020,B07JQSXR4P,$,amazon
10.45,06/05/2020,B07JQSXR4P,$,amazon
10.45,06/06/2020,B07JQSXR4P,$,amazon
10.45,06/07/2020,B07JQSXR4P,$,amazon
10.45,06/08/2020,B07JQSXR4P,$,amazon
10.45,06/09/2020,B07JQSXR4P,$,amazon
10.45,06/10/2020,B07JQSXR4P,$,amazon
10.45,06/11/2020,B07JQSXR4P,$,amazon
10.45,06/12/2020,B07JQSXR4P,$,amazon
10.45,06/13/2020,B07JQSXR4P,$,amazon
10.45,06/14/2020,B07JQSXR4P,$,amazon
10.49,06/15/2020,B07JQSXR4P,$,amazon
10.49,06/16/2020,B07JQSXR4P,$,amazon
9.73,06/17/2020,B07JQSXR4P,$,amazon
9.48,06/18/2020,B07JQSXR4P,$,amazon
9.39,06/19/2020,B07JQSXR4P,$,amazon
8.99,06/20/2020,B07JQSXR4P,$,amazon
8.99,06/21/2020,B07JQSXR4P,$,amazon
8.99,06/22/2020,B07JQSXR4P,$,amazon
10.16,06/23/2020,B07JQSXR4P,$,amazon
10.39,06/24/2020,B07JQSXR4P,$,amazon
10.98,06/25/2020,B07JQSXR4P,$,amazon
10.3,06/26/2020,B07JQSXR4P,$,amazon
10.98,06/27/2020,B07JQSXR4P,$,amazon
9.27,06/28/2020,B07JQSXR4P,$,amazon
9.23,06/29/2020,B07JQSXR4P,$,amazon
9.29,06/30/2020,B07JQSXR4P,$,amazon
9.51,07/01/2020,B07JQSXR4P,$,amazon
10.47,07/02/2020,B07JQSXR4P,$,amazon
8.99,07/03/2020,B07JQSXR4P,$,amazon
8.99,07/04/2020,B07JQSXR4P,$,amazon
10.45,07/05/2020,B07JQSXR4P,$,amazon
10.45,07/06/2020,B07JQSXR4P,$,amazon
10.45,07/07/2020,B07JQSXR4P,$,amazon
10.45,07/08/2020,B07JQSXR4P,$,amazon
10.45,07/09/2020,B07JQSXR4P,$,amazon
10.45,07/10/2020,B07JQSXR4P,$,amazon
10.45,07/11/2020,B07JQSXR4P,$,amazon
10.45,07/12/2020,B07JQSXR4P,$,amazon
10.45,07/13/2020,B07JQSXR4P,$,amazon
10.45,07/14/2020,B07JQSXR4P,$,amazon
10.45,07/15/2020,B07JQSXR4P,$,amazon
10.45,07/16/2020,B07JQSXR4P,$,amazon
10.45,07/17/2020,B07JQSXR4P,$,amazon
10.45,07/18/2020,B07JQSXR4P,$,amazon
10.52,07/19/2020,B07JQSXR4P,$,amazon
10.45,07/20/2020,B07JQSXR4P,$,amazon
10.41,07/21/2020,B07JQSXR4P,$,amazon
10.41,07/22/2020,B07JQSXR4P,$,amazon
9.47,07/23/2020,B07JQSXR4P,$,amazon
9.05,07/24/2020,B07JQSXR4P,$,amazon
8.99,07/25/2020,B07JQSXR4P,$,amazon
8.99,07/26/2020,B07JQSXR4P,$,amazon
8.99,07/27/2020,B07JQSXR4P,$,amazon
8.99,07/28/2020,B07JQSXR4P,$,amazon
10.98,07/29/2020,B07JQSXR4P,$,amazon
10.98,07/30/2020,B07JQSXR4P,$,amazon
9.44,07/31/2020,B07JQSXR4P,$,amazon
9.44,08/01/2020,B07JQSXR4P,$,amazon
9.44,08/02/2020,B07JQSXR4P,$,amazon
9.44,08/03/2020,B07JQSXR4P,$,amazon
9.44,08/04/2020,B07JQSXR4P,$,amazon
9.44,08/05/2020,B07JQSXR4P,$,amazon
10.98,08/06/2020,B07JQSXR4P,$,amazon
10.98,08/07/2020,B07JQSXR4P,$,amazon
10.98,08/08/2020,B07JQSXR4P,$,amazon
10.98,08/09/2020,B07JQSXR4P,$,amazon
10.98,08/10/2020,B07JQSXR4P,$,amazon
8.96,08/11/2020,B07JQSXR4P,$,amazon
8.96,08/12/2020,B07JQSXR4P,$,amazon
10.98,08/13/2020,B07JQSXR4P,$,amazon
10.98,08/14/2020,B07JQSXR4P,$,amazon
10.98,08/15/2020,B07JQSXR4P,$,amazon
10.98,08/16/2020,B07JQSXR4P,$,amazon
10.98,08/17/2020,B07JQSXR4P,$,amazon
10.98,08/18/2020,B07JQSXR4P,$,amazon
10.98,08/19/2020,B07JQSXR4P,$,amazon
10.98,08/20/2020,B07JQSXR4P,$,amazon
10.78,08/21/2020,B07JQSXR4P,$,amazon
10.78,08/22/2020,B07JQSXR4P,$,amazon
10.78,08/23/2020,B07JQSXR4P,$,amazon
10.98,08/24/2020,B07JQSXR4P,$,amazon
8.96,08/25/2020,B07JQSXR4P,$,amazon
10.98,08/26/2020,B07JQSXR4P,$,amazon
10.98,08/27/2020,B07JQSXR4P,$,amazon
10.98,08/28/2020,B07JQSXR4P,$,amazon
10.98,08/29/2020,B07JQSXR4P,$,amazon
10.98,08/30/2020,B07JQSXR4P,$,amazon
10.97,08/31/2020,B07JQSXR4P,$,amazon
10.81,09/01/2020,B07JQSXR4P,$,amazon
10.81,09/02/2020,B07JQSXR4P,$,amazon
10.81,09/03/2020,B07JQSXR4P,$,amazon
10.77,09/04/2020,B07JQSXR4P,$,amazon
10.77,09/05/2020,B07JQSXR4P,$,amazon
10.75,09/06/2020,B07JQSXR4P,$,amazon
10.72,09/07/2020,B07JQSXR4P,$,amazon
10.24,09/08/2020,B07JQSXR4P,$,amazon
10.24,09/09/2020,B07JQSXR4P,$,amazon
10.24,09/10/2020,B07JQSXR4P,$,amazon
10.72,09/11/2020,B07JQSXR4P,$,amazon
10.95,09/12/2020,B07JQSXR4P,$,amazon
10.95,09/13/2020,B07JQSXR4P,$,amazon
10.55,09/14/2020,B07JQSXR4P,$,amazon
10.95,09/15/2020,B07JQSXR4P,$,amazon
10.95,09/16/2020,B07JQSXR4P,$,amazon
10.95,09/17/2020,B07JQSXR4P,$,amazon
10.95,09/18/2020,B07JQSXR4P,$,amazon
10.95,09/19/2020,B07JQSXR4P,$,amazon
10.95,09/20/2020,B07JQSXR4P,$,amazon
10.95,09/21/2020,B07JQSXR4P,$,amazon
10.95,09/22/2020,B07JQSXR4P,$,amazon
10.95,09/23/2020,B07JQSXR4P,$,amazon
10.22,09/24/2020,B07JQSXR4P,$,amazon
10.24,09/25/2020,B07JQSXR4P,$,amazon
10.22,09/26/2020,B07JQSXR4P,$,amazon
10.9,09/27/2020,B07JQSXR4P,$,amazon
10.17,09/28/2020,B07JQSXR4P,$,amazon
10.9,09/29/2020,B07JQSXR4P,$,amazon
10.95,09/30/2020,B07JQSXR4P,$,amazon
10.95,10/01/2020,B07JQSXR4P,$,amazon
10.95,10/02/2020,B07JQSXR4P,$,amazon
10.95,10/03/2020,B07JQSXR4P,$,amazon
10.95,10/04/2020,B07JQSXR4P,$,amazon
10.95,10/05/2020,B07JQSXR4P,$,amazon
10.95,10/06/2020,B07JQSXR4P,$,amazon
10.95,10/07/2020,B07JQSXR4P,$,amazon
10.95,10/08/2020,B07JQSXR4P,$,amazon
10.95,10/09/2020,B07JQSXR4P,$,amazon
10.95,10/10/2020,B07JQSXR4P,$,amazon
10.95,10/11/2020,B07JQSXR4P,$,amazon
10.9,10/12/2020,B07JQSXR4P,$,amazon
10.9,10/13/2020,B07JQSXR4P,$,amazon
10.95,10/14/2020,B07JQSXR4P,$,amazon
10.95,10/15/2020,B07JQSXR4P,$,amazon
10.95,10/16/2020,B07JQSXR4P,$,amazon
10.95,10/17/2020,B07JQSXR4P,$,amazon
10.95,10/18/2020,B07JQSXR4P,$,amazon
10.95,10/19/2020,B07JQSXR4P,$,amazon
10.95,10/20/2020,B07JQSXR4P,$,amazon
10.95,10/21/2020,B07JQSXR4P,$,amazon
10.95,10/22/2020,B07JQSXR4P,$,amazon
10.95,10/23/2020,B07JQSXR4P,$,amazon
10.95,10/24/2020,B07JQSXR4P,$,amazon
10.95,10/25/2020,B07JQSXR4P,$,amazon
10.95,10/26/2020,B07JQSXR4P,$,amazon
10.95,10/27/2020,B07JQSXR4P,$,amazon
10.95,10/28/2020,B07JQSXR4P,$,amazon
10.95,10/29/2020,B07JQSXR4P,$,amazon
10.95,10/30/2020,B07JQSXR4P,$,amazon
10.95,10/31/2020,B07JQSXR4P,$,amazon
10.95,11/01/2020,B07JQSXR4P,$,amazon
10.95,11/02/2020,B07JQSXR4P,$,amazon
10.95,11/03/2020,B07JQSXR4P,$,amazon
10.95,11/04/2020,B07JQSXR4P,$,amazon
10.95,11/05/2020,B07JQSXR4P,$,amazon
10.95,11/06/2020,B07JQSXR4P,$,amazon
10.95,11/07/2020,B07JQSXR4P,$,amazon
10.95,11/08/2020,B07JQSXR4P,$,amazon
10.95,11/09/2020,B07JQSXR4P,$,amazon
10.95,11/10/2020,B07JQSXR4P,$,amazon
10.95,11/11/2020,B07JQSXR4P,$,amazon
10.95,11/12/2020,B07JQSXR4P,$,amazon
10.95,11/13/2020,B07JQSXR4P,$,amazon
10.95,11/14/2020,B07JQSXR4P,$,amazon
10.95,11/15/2020,B07JQSXR4P,$,amazon
10.95,11/16/2020,B07JQSXR4P,$,amazon
10.98,11/17/2020,B07JQSXR4P,$,amazon
10.98,11/18/2020,B07JQSXR4P,$,amazon
10.98,11/19/2020,B07JQSXR4P,$,amazon
10.98,11/20/2020,B07JQSXR4P,$,amazon
10.98,11/21/2020,B07JQSXR4P,$,amazon
8.78,11/22/2020,B07JQSXR4P,$,amazon
8.78,11/23/2020,B07JQSXR4P,$,amazon
8.78,11/24/2020,B07JQSXR4P,$,amazon
8.78,11/25/2020,B07JQSXR4P,$,amazon
8.78,11/26/2020,B07JQSXR4P,$,amazon
8.78,11/27/2020,B07JQSXR4P,$,amazon
8.78,11/28/2020,B07JQSXR4P,$,amazon
10.98,11/29/2020,B07JQSXR4P,$,amazon
10.98,11/30/2020,B07JQSXR4P,$,amazon
10.98,12/01/2020,B07JQSXR4P,$,amazon
10.98,12/02/2020,B07JQSXR4P,$,amazon
10.98,12/03/2020,B07JQSXR4P,$,amazon
10.98,12/04/2020,B07JQSXR4P,$,amazon
10.98,12/05/2020,B07JQSXR4P,$,amazon
10.98,12/06/2020,B07JQSXR4P,$,amazon
10.98,12/07/2020,B07JQSXR4P,$,amazon
10.98,12/08/2020,B07JQSXR4P,$,amazon
10.98,12/09/2020,B07JQSXR4P,$,amazon
10.98,12/10/2020,B07JQSXR4P,$,amazon
10.98,12/11/2020,B07JQSXR4P,$,amazon
10.98,12/12/2020,B07JQSXR4P,$,amazon
10.98,12/13/2020,B07JQSXR4P,$,amazon
10.98,12/14/2020,B07JQSXR4P,$,amazon
10.98,12/15/2020,B07JQSXR4P,$,amazon
10.98,12/16/2020,B07JQSXR4P,$,amazon
10.98,12/17/2020,B07JQSXR4P,$,amazon
10.98,12/18/2020,B07JQSXR4P,$,amazon
10.98,12/19/2020,B07JQSXR4P,$,amazon
10.98,12/20/2020,B07JQSXR4P,$,amazon
10.98,12/21/2020,B07JQSXR4P,$,amazon
10.98,12/22/2020,B07JQSXR4P,$,amazon
10.98,12/23/2020,B07JQSXR4P,$,amazon
10.98,12/24/2020,B07JQSXR4P,$,amazon
10.98,12/25/2020,B07JQSXR4P,$,amazon
10.98,12/26/2020,B07JQSXR4P,$,amazon
10.98,12/27/2020,B07JQSXR4P,$,amazon
10.98,12/28/2020,B07JQSXR4P,$,amazon
10.98,12/29/2020,B07JQSXR4P,$,amazon
10.98,12/30/2020,B07JQSXR4P,$,amazon
10.98,12/31/2020,B07JQSXR4P,$,amazon
10.98,01/01/2021,B07JQSXR4P,$,amazon
10.98,01/02/2021,B07JQSXR4P,$,amazon
10.98,01/03/2021,B07JQSXR4P,$,amazon
10.98,01/04/2021,B07JQSXR4P,$,amazon
10.98,01/05/2021,B07JQSXR4P,$,amazon
10.98,01/06/2021,B07JQSXR4P,$,amazon
10.98,01/07/2021,B07JQSXR4P,$,amazon
10.98,01/08/2021,B07JQSXR4P,$,amazon
10.98,01/09/2021,B07JQSXR4P,$,amazon
10.98,01/10/2021,B07JQSXR4P,$,amazon
10.98,01/11/2021,B07JQSXR4P,$,amazon
10.98,01/12/2021,B07JQSXR4P,$,amazon
10.98,01/13/2021,B07JQSXR4P,$,amazon
10.98,01/14/2021,B07JQSXR4P,$,amazon
10.98,01/15/2021,B07JQSXR4P,$,amazon
10.98,01/16/2021,B07JQSXR4P,$,amazon
10.98,01/17/2021,B07JQSXR4P,$,amazon
10.98,01/18/2021,B07JQSXR4P,$,amazon
10.98,01/19/2021,B07JQSXR4P,$,amazon
10.98,01/20/2021,B07JQSXR4P,$,amazon
10.98,01/21/2021,B07JQSXR4P,$,amazon
10.98,01/22/2021,B07JQSXR4P,$,amazon
10.98,01/23/2021,B07JQSXR4P,$,amazon
10.98,01/24/2021,B07JQSXR4P,$,amazon
10.98,01/25/2021,B07JQSXR4P,$,amazon
10.98,01/26/2021,B07JQSXR4P,$,amazon
10.98,01/27/2021,B07JQSXR4P,$,amazon
10.98,01/28/2021,B07JQSXR4P,$,amazon
10.98,01/29/2021,B07JQSXR4P,$,amazon
10.98,01/30/2021,B07JQSXR4P,$,amazon
10.98,01/31/2021,B07JQSXR4P,$,amazon
10.98,02/01/2021,B07JQSXR4P,$,amazon
10.98,02/02/2021,B07JQSXR4P,$,amazon
10.98,02/03/2021,B07JQSXR4P,$,amazon
10.98,02/04/2021,B07JQSXR4P,$,amazon
10.98,02/05/2021,B07JQSXR4P,$,amazon
10.98,02/06/2021,B07JQSXR4P,$,amazon
10.98,02/07/2021,B07JQSXR4P,$,amazon
10.98,02/08/2021,B07JQSXR4P,$,amazon
10.98,02/09/2021,B07JQSXR4P,$,amazon
10.98,02/10/2021,B07JQSXR4P,$,amazon
10.98,02/11/2021,B07JQSXR4P,$,amazon
10.98,02/12/2021,B07JQSXR4P,$,amazon
10.98,02/13/2021,B07JQSXR4P,$,amazon
10.98,02/14/2021,B07JQSXR4P,$,amazon
10.98,02/15/2021,B07JQSXR4P,$,amazon
10.98,02/16/2021,B07JQSXR4P,$,amazon
10.98,02/17/2021,B07JQSXR4P,$,amazon
10.98,02/18/2021,B07JQSXR4P,$,amazon
10.98,02/19/2021,B07JQSXR4P,$,amazon
10.98,02/20/2021,B07JQSXR4P,$,amazon
10.98,02/21/2021,B07JQSXR4P,$,amazon
10.98,02/22/2021,B07JQSXR4P,$,amazon
10.98,02/23/2021,B07JQSXR4P,$,amazon
10.98,02/24/2021,B07JQSXR4P,$,amazon
10.98,02/25/2021,B07JQSXR4P,$,amazon
10.98,02/26/2021,B07JQSXR4P,$,amazon
10.98,02/27/2021,B07JQSXR4P,$,amazon
10.98,02/28/2021,B07JQSXR4P,$,amazon
10.98,03/01/2021,B07JQSXR4P,$,amazon
10.98,03/02/2021,B07JQSXR4P,$,amazon
10.98,03/03/2021,B07JQSXR4P,$,amazon
10.98,03/04/2021,B07JQSXR4P,$,amazon
10.98,03/05/2021,B07JQSXR4P,$,amazon
10.98,03/06/2021,B07JQSXR4P,$,amazon
10.98,03/07/2021,B07JQSXR4P,$,amazon
10.98,03/08/2021,B07JQSXR4P,$,amazon
10.98,03/09/2021,B07JQSXR4P,$,amazon
10.98,03/10/2021,B07JQSXR4P,$,amazon
10.98,03/11/2021,B07JQSXR4P,$,amazon
10.98,03/12/2021,B07JQSXR4P,$,amazon
10.98,03/13/2021,B07JQSXR4P,$,amazon
10.98,03/14/2021,B07JQSXR4P,$,amazon
10.98,03/15/2021,B07JQSXR4P,$,amazon
10.98,03/16/2021,B07JQSXR4P,$,amazon
10.98,03/17/2021,B07JQSXR4P,$,amazon
10.98,03/18/2021,B07JQSXR4P,$,amazon
10.98,03/19/2021,B07JQSXR4P,$,amazon
10.98,03/20/2021,B07JQSXR4P,$,amazon
10.98,03/21/2021,B07JQSXR4P,$,amazon
10.98,03/22/2021,B07JQSXR4P,$,amazon
10.98,03/23/2021,B07JQSXR4P,$,amazon
10.98,03/24/2021,B07JQSXR4P,$,amazon
10.98,03/25/2021,B07JQSXR4P,$,amazon
10.98,03/26/2021,B07JQSXR4P,$,amazon
10.98,03/27/2021,B07JQSXR4P,$,amazon
10.98,03/28/2021,B07JQSXR4P,$,amazon
10.98,03/29/2021,B07JQSXR4P,$,amazon
9.95,03/28/2020,B07HQ2B19Y,$,amazon
9.95,03/29/2020,B07HQ2B19Y,$,amazon
9.95,03/30/2020,B07HQ2B19Y,$,amazon
9.95,03/31/2020,B07HQ2B19Y,$,amazon
9.95,04/01/2020,B07HQ2B19Y,$,amazon
9.95,04/02/2020,B07HQ2B19Y,$,amazon
9.95,04/03/2020,B07HQ2B19Y,$,amazon
9.95,04/04/2020,B07HQ2B19Y,$,amazon
9.95,04/05/2020,B07HQ2B19Y,$,amazon
9.95,04/06/2020,B07HQ2B19Y,$,amazon
9.95,04/07/2020,B07HQ2B19Y,$,amazon
9.95,04/08/2020,B07HQ2B19Y,$,amazon
9.95,04/09/2020,B07HQ2B19Y,$,amazon
9.95,04/10/2020,B07HQ2B19Y,$,amazon
9.95,04/11/2020,B07HQ2B19Y,$,amazon
9.95,04/12/2020,B07HQ2B19Y,$,amazon
9.95,04/13/2020,B07HQ2B19Y,$,amazon
9.95,04/14/2020,B07HQ2B19Y,$,amazon
9.95,04/15/2020,B07HQ2B19Y,$,amazon
9.95,04/16/2020,B07HQ2B19Y,$,amazon
9.95,04/17/2020,B07HQ2B19Y,$,amazon
9.95,04/18/2020,B07HQ2B19Y,$,amazon
9.95,04/19/2020,B07HQ2B19Y,$,amazon
9.95,04/20/2020,B07HQ2B19Y,$,amazon
9.95,04/21/2020,B07HQ2B19Y,$,amazon
9.95,04/22/2020,B07HQ2B19Y,$,amazon
9.95,04/23/2020,B07HQ2B19Y,$,amazon
9.95,04/24/2020,B07HQ2B19Y,$,amazon
9.95,04/25/2020,B07HQ2B19Y,$,amazon
9.95,04/26/2020,B07HQ2B19Y,$,amazon
9.95,04/27/2020,B07HQ2B19Y,$,amazon
9.95,04/28/2020,B07HQ2B19Y,$,amazon
9.95,04/29/2020,B07HQ2B19Y,$,amazon
9.95,04/30/2020,B07HQ2B19Y,$,amazon
9.95,05/01/2020,B07HQ2B19Y,$,amazon
9.95,05/02/2020,B07HQ2B19Y,$,amazon
10.99,05/03/2020,B07HQ2B19Y,$,amazon
10.99,05/04/2020,B07HQ2B19Y,$,amazon
10.99,05/05/2020,B07HQ2B19Y,$,amazon
10.99,05/06/2020,B07HQ2B19Y,$,amazon
10.99,05/07/2020,B07HQ2B19Y,$,amazon
10.99,05/08/2020,B07HQ2B19Y,$,amazon
10.99,05/09/2020,B07HQ2B19Y,$,amazon
10.99,05/10/2020,B07HQ2B19Y,$,amazon
10.99,05/11/2020,B07HQ2B19Y,$,amazon
9.95,05/12/2020,B07HQ2B19Y,$,amazon
9.95,05/13/2020,B07HQ2B19Y,$,amazon
9.95,05/14/2020,B07HQ2B19Y,$,amazon
9.95,05/15/2020,B07HQ2B19Y,$,amazon
9.95,05/16/2020,B07HQ2B19Y,$,amazon
9.95,05/17/2020,B07HQ2B19Y,$,amazon
9.95,05/18/2020,B07HQ2B19Y,$,amazon
9.95,05/19/2020,B07HQ2B19Y,$,amazon
9.95,05/20/2020,B07HQ2B19Y,$,amazon
9.95,05/21/2020,B07HQ2B19Y,$,amazon
9.95,05/22/2020,B07HQ2B19Y,$,amazon
9.95,05/23/2020,B07HQ2B19Y,$,amazon
9.95,05/24/2020,B07HQ2B19Y,$,amazon
9.95,05/25/2020,B07HQ2B19Y,$,amazon
9.95,05/26/2020,B07HQ2B19Y,$,amazon
9.95,05/27/2020,B07HQ2B19Y,$,amazon
9.95,05/28/2020,B07HQ2B19Y,$,amazon
9.95,05/29/2020,B07HQ2B19Y,$,amazon
9.95,05/30/2020,B07HQ2B19Y,$,amazon
9.95,05/31/2020,B07HQ2B19Y,$,amazon
9.95,06/01/2020,B07HQ2B19Y,$,amazon
9.95,06/02/2020,B07HQ2B19Y,$,amazon
9.95,06/03/2020,B07HQ2B19Y,$,amazon
9.95,06/04/2020,B07HQ2B19Y,$,amazon
9.95,06/05/2020,B07HQ2B19Y,$,amazon
9.95,06/06/2020,B07HQ2B19Y,$,amazon
9.95,06/07/2020,B07HQ2B19Y,$,amazon
9.95,06/08/2020,B07HQ2B19Y,$,amazon
9.95,06/09/2020,B07HQ2B19Y,$,amazon
9.95,06/10/2020,B07HQ2B19Y,$,amazon
9.95,06/11/2020,B07HQ2B19Y,$,amazon
10.99,06/12/2020,B07HQ2B19Y,$,amazon
10.99,06/13/2020,B07HQ2B19Y,$,amazon
9.95,06/14/2020,B07HQ2B19Y,$,amazon
9.95,06/15/2020,B07HQ2B19Y,$,amazon
9.95,06/16/2020,B07HQ2B19Y,$,amazon
9.95,06/17/2020,B07HQ2B19Y,$,amazon
9.95,06/18/2020,B07HQ2B19Y,$,amazon
9.95,06/19/2020,B07HQ2B19Y,$,amazon
9.95,06/20/2020,B07HQ2B19Y,$,amazon
9.95,06/21/2020,B07HQ2B19Y,$,amazon
9.95,06/22/2020,B07HQ2B19Y,$,amazon
9.95,06/23/2020,B07HQ2B19Y,$,amazon
9.95,06/24/2020,B07HQ2B19Y,$,amazon
9.95,06/25/2020,B07HQ2B19Y,$,amazon
9.95,06/26/2020,B07HQ2B19Y,$,amazon
9.95,06/27/2020,B07HQ2B19Y,$,amazon
9.95,06/28/2020,B07HQ2B19Y,$,amazon
9.95,06/29/2020,B07HQ2B19Y,$,amazon
9.95,06/30/2020,B07HQ2B19Y,$,amazon
9.95,07/01/2020,B07HQ2B19Y,$,amazon
9.95,07/02/2020,B07HQ2B19Y,$,amazon
9.95,07/03/2020,B07HQ2B19Y,$,amazon
9.95,07/04/2020,B07HQ2B19Y,$,amazon
9.95,07/05/2020,B07HQ2B19Y,$,amazon
9.95,07/06/2020,B07HQ2B19Y,$,amazon
9.95,07/07/2020,B07HQ2B19Y,$,amazon
9.95,07/08/2020,B07HQ2B19Y,$,amazon
10.99,07/09/2020,B07HQ2B19Y,$,amazon
10.99,07/10/2020,B07HQ2B19Y,$,amazon
10.99,07/11/2020,B07HQ2B19Y,$,amazon
10.99,07/12/2020,B07HQ2B19Y,$,amazon
10.99,07/13/2020,B07HQ2B19Y,$,amazon
10.99,07/14/2020,B07HQ2B19Y,$,amazon
10.99,07/15/2020,B07HQ2B19Y,$,amazon
10.99,07/16/2020,B07HQ2B19Y,$,amazon
10.99,07/17/2020,B07HQ2B19Y,$,amazon
10.99,07/18/2020,B07HQ2B19Y,$,amazon
10.99,07/19/2020,B07HQ2B19Y,$,amazon
10.99,07/20/2020,B07HQ2B19Y,$,amazon
10.99,07/21/2020,B07HQ2B19Y,$,amazon
10.99,07/22/2020,B07HQ2B19Y,$,amazon
10.99,07/23/2020,B07HQ2B19Y,$,amazon
10.99,07/24/2020,B07HQ2B19Y,$,amazon
10.99,07/25/2020,B07HQ2B19Y,$,amazon
10.99,07/26/2020,B07HQ2B19Y,$,amazon
10.99,07/27/2020,B07HQ2B19Y,$,amazon
10.99,07/28/2020,B07HQ2B19Y,$,amazon
10.99,07/29/2020,B07HQ2B19Y,$,amazon
10.99,07/30/2020,B07HQ2B19Y,$,amazon
10.99,07/31/2020,B07HQ2B19Y,$,amazon
10.99,08/01/2020,B07HQ2B19Y,$,amazon
10.99,08/02/2020,B07HQ2B19Y,$,amazon
10.99,08/03/2020,B07HQ2B19Y,$,amazon
10.99,08/04/2020,B07HQ2B19Y,$,amazon
10.99,08/05/2020,B07HQ2B19Y,$,amazon
10.99,08/06/2020,B07HQ2B19Y,$,amazon
10.99,08/07/2020,B07HQ2B19Y,$,amazon
10.99,08/08/2020,B07HQ2B19Y,$,amazon
10.99,08/09/2020,B07HQ2B19Y,$,amazon
10.99,08/10/2020,B07HQ2B19Y,$,amazon
10.99,08/11/2020,B07HQ2B19Y,$,amazon
10.99,08/12/2020,B07HQ2B19Y,$,amazon
10.99,08/13/2020,B07HQ2B19Y,$,amazon
10.99,08/14/2020,B07HQ2B19Y,$,amazon
10.99,08/15/2020,B07HQ2B19Y,$,amazon
10.99,08/16/2020,B07HQ2B19Y,$,amazon
10.99,08/17/2020,B07HQ2B19Y,$,amazon
10.99,08/18/2020,B07HQ2B19Y,$,amazon
10.99,08/19/2020,B07HQ2B19Y,$,amazon
10.99,08/20/2020,B07HQ2B19Y,$,amazon
10.99,08/21/2020,B07HQ2B19Y,$,amazon
10.99,08/22/2020,B07HQ2B19Y,$,amazon
10.99,08/23/2020,B07HQ2B19Y,$,amazon
10.99,08/24/2020,B07HQ2B19Y,$,amazon
10.99,08/25/2020,B07HQ2B19Y,$,amazon
10.99,08/26/2020,B07HQ2B19Y,$,amazon
10.99,08/27/2020,B07HQ2B19Y,$,amazon
10.99,08/28/2020,B07HQ2B19Y,$,amazon
10.99,08/29/2020,B07HQ2B19Y,$,amazon
10.99,08/30/2020,B07HQ2B19Y,$,amazon
10.99,08/31/2020,B07HQ2B19Y,$,amazon
10.99,09/01/2020,B07HQ2B19Y,$,amazon
10.99,09/02/2020,B07HQ2B19Y,$,amazon
10.99,09/03/2020,B07HQ2B19Y,$,amazon
10.99,09/04/2020,B07HQ2B19Y,$,amazon
10.99,09/05/2020,B07HQ2B19Y,$,amazon
10.99,09/06/2020,B07HQ2B19Y,$,amazon
10.99,09/07/2020,B07HQ2B19Y,$,amazon
10.99,09/08/2020,B07HQ2B19Y,$,amazon
10.99,09/09/2020,B07HQ2B19Y,$,amazon
10.99,09/10/2020,B07HQ2B19Y,$,amazon
10.99,09/11/2020,B07HQ2B19Y,$,amazon
10.99,09/12/2020,B07HQ2B19Y,$,amazon
10.99,09/13/2020,B07HQ2B19Y,$,amazon
10.99,09/14/2020,B07HQ2B19Y,$,amazon
10.99,09/15/2020,B07HQ2B19Y,$,amazon
10.99,09/16/2020,B07HQ2B19Y,$,amazon
10.99,09/17/2020,B07HQ2B19Y,$,amazon
10.99,09/18/2020,B07HQ2B19Y,$,amazon
10.99,09/19/2020,B07HQ2B19Y,$,amazon
10.99,09/20/2020,B07HQ2B19Y,$,amazon
10.99,09/21/2020,B07HQ2B19Y,$,amazon
10.99,09/22/2020,B07HQ2B19Y,$,amazon
10.99,09/23/2020,B07HQ2B19Y,$,amazon
10.99,09/24/2020,B07HQ2B19Y,$,amazon
10.99,09/25/2020,B07HQ2B19Y,$,amazon
10.99,09/26/2020,B07HQ2B19Y,$,amazon
10.99,09/27/2020,B07HQ2B19Y,$,amazon
10.99,09/28/2020,B07HQ2B19Y,$,amazon
10.99,09/29/2020,B07HQ2B19Y,$,amazon
10.99,09/30/2020,B07HQ2B19Y,$,amazon
10.99,10/01/2020,B07HQ2B19Y,$,amazon
10.99,10/02/2020,B07HQ2B19Y,$,amazon
10.99,10/03/2020,B07HQ2B19Y,$,amazon
10.99,10/04/2020,B07HQ2B19Y,$,amazon
10.99,10/05/2020,B07HQ2B19Y,$,amazon
10.99,10/06/2020,B07HQ2B19Y,$,amazon
10.99,10/07/2020,B07HQ2B19Y,$,amazon
10.99,10/08/2020,B07HQ2B19Y,$,amazon
10.99,10/09/2020,B07HQ2B19Y,$,amazon
10.99,10/10/2020,B07HQ2B19Y,$,amazon
10.99,10/11/2020,B07HQ2B19Y,$,amazon
10.99,10/12/2020,B07HQ2B19Y,$,amazon
10.99,10/13/2020,B07HQ2B19Y,$,amazon
10.99,10/14/2020,B07HQ2B19Y,$,amazon
10.99,10/15/2020,B07HQ2B19Y,$,amazon
10.99,10/16/2020,B07HQ2B19Y,$,amazon
10.99,10/17/2020,B07HQ2B19Y,$,amazon
10.99,10/18/2020,B07HQ2B19Y,$,amazon
10.99,10/19/2020,B07HQ2B19Y,$,amazon
10.99,10/20/2020,B07HQ2B19Y,$,amazon
10.99,10/21/2020,B07HQ2B19Y,$,amazon
10.99,10/22/2020,B07HQ2B19Y,$,amazon
10.99,10/23/2020,B07HQ2B19Y,$,amazon
